step,lr,total_its
10830,0.00023106,487.37
10840,0.00023127,503.21
10850,0.00023149,511.84
10860,0.00023170,497.86
10870,0.00023191,496.35
10880,0.00023213,469.57
10890,0.00023234,491.09
10900,0.00023255,500.82
10910,0.00023277,491.86
10920,0.00023298,459.25
10930,0.00023319,468.16
10940,0.00023341,497.96
10950,0.00023362,462.76
10960,0.00023383,453.56
10970,0.00023405,502.43
10980,0.00023426,491.55
10990,0.00023447,485.99
11000,0.00023469,470.35
11010,0.00023490,470.47
11020,0.00023511,290.91
11030,0.00023533,282.34
11040,0.00023554,459.06
11050,0.00023575,415.49
11060,0.00023597,508.39
11070,0.00023618,477.40
11080,0.00023639,477.45
11090,0.00023661,477.64
11100,0.00023682,484.35
11110,0.00023703,491.58
11120,0.00023725,490.63
11130,0.00023746,485.27
11140,0.00023767,496.61
11150,0.00023789,489.34
11160,0.00023810,469.10
11170,0.00023831,493.02
11180,0.00023853,474.05
11190,0.00023874,490.93
11200,0.00023895,479.38
11210,0.00023917,493.35
11220,0.00023938,494.16
11230,0.00023959,500.60
11240,0.00023981,500.77
11250,0.00024002,504.52
11260,0.00024023,482.11
11270,0.00024045,331.60
11280,0.00024066,484.97
11290,0.00024087,486.17
11300,0.00024109,499.25
11310,0.00024130,403.28
11320,0.00024151,400.31
11330,0.00024173,488.71
11340,0.00024194,405.52
11350,0.00024215,456.92
11360,0.00024237,499.09
11370,0.00024258,502.33
11380,0.00024279,501.05
11390,0.00024301,488.09
11400,0.00024322,497.40
11410,0.00024343,506.74
11420,0.00024365,478.40
11430,0.00024386,464.65
11440,0.00024407,483.87
11450,0.00024429,466.69
11460,0.00024450,491.09
11470,0.00024471,459.15
11480,0.00024493,472.41
11490,0.00024514,499.53
11500,0.00024535,388.87
11510,0.00024557,461.51
11520,0.00024578,471.96
11530,0.00024599,498.86
11540,0.00024621,466.64
11550,0.00024642,442.55
11560,0.00024663,460.43
11570,0.00024685,488.65
11580,0.00024706,170.92
11590,0.00024727,405.67
11600,0.00024749,349.32
11610,0.00024770,498.02
11620,0.00024791,484.31
11630,0.00024813,495.33
11640,0.00024834,481.65
11650,0.00024855,499.00
11660,0.00024877,498.38
11670,0.00024898,494.38
11680,0.00024919,469.00
11690,0.00024941,494.62
11700,0.00024962,499.52
11710,0.00024983,489.74
11720,0.00025005,476.15
11730,0.00025026,496.43
11740,0.00025047,490.21
11750,0.00025069,494.54
11760,0.00025090,511.77
11770,0.00025111,494.46
11780,0.00025133,484.17
11790,0.00025154,490.75
11800,0.00025175,495.41
11810,0.00025197,472.08
11820,0.00025218,501.11
11830,0.00025239,491.33
11840,0.00025261,460.05
11850,0.00025282,491.14
11860,0.00025303,486.52
11870,0.00025325,497.95
11880,0.00025346,441.44
11890,0.00025367,496.67
11900,0.00025389,313.56
11910,0.00025410,275.35
11920,0.00025431,310.26
11930,0.00025453,452.71
11940,0.00025474,476.56
11950,0.00025495,493.82
11960,0.00025517,497.91
11970,0.00025538,510.02
11980,0.00025559,496.91
11990,0.00025581,497.43
12000,0.00025602,417.89
12010,0.00025623,508.23
12020,0.00025645,495.91
12030,0.00025666,503.53
12040,0.00025687,485.01
12050,0.00025709,498.09
12060,0.00025730,492.92
12070,0.00025751,497.08
12080,0.00025773,495.65
12090,0.00025794,499.13
12100,0.00025815,496.15
12110,0.00025837,499.17
12120,0.00025858,500.63
12130,0.00025879,503.93
12140,0.00025901,492.14
12150,0.00025922,480.66
12160,0.00025943,479.91
12170,0.00025965,482.39
12180,0.00025986,499.09
12190,0.00026007,294.08
12200,0.00026029,376.07
12210,0.00026050,471.07
12220,0.00026071,496.54
12230,0.00026093,492.31
12240,0.00026114,363.05
12250,0.00026135,497.01
12260,0.00026157,471.91
12270,0.00026178,385.74
12280,0.00026199,482.85
12290,0.00026221,474.37
12300,0.00026242,463.71
12310,0.00026263,484.16
12320,0.00026285,177.65
12330,0.00026306,494.05
12340,0.00026327,499.48
12350,0.00026349,500.84
12360,0.00026370,501.78
12370,0.00026391,492.45
12380,0.00026413,494.92
12390,0.00026434,488.31
12400,0.00026455,502.94
12410,0.00026477,496.69
12420,0.00026498,500.52
12430,0.00026519,483.97
12440,0.00026541,504.62
12450,0.00026562,505.45
12460,0.00026583,494.07
12470,0.00026605,487.65
12480,0.00026626,493.57
12490,0.00026647,487.59
12500,0.00026669,498.13
12510,0.00026690,451.87
12520,0.00026711,514.56
12530,0.00026733,480.70
12540,0.00026754,502.82
12550,0.00026775,506.40
12560,0.00026797,485.25
12570,0.00026818,505.72
12580,0.00026839,466.58
12590,0.00026861,320.76
12600,0.00026882,170.48
12610,0.00026903,343.07
12620,0.00026925,225.02
12630,0.00026946,262.31
12640,0.00026967,494.10
12650,0.00026989,498.28
12660,0.00027010,477.66
12670,0.00027031,486.63
12680,0.00027053,487.35
12690,0.00027074,498.51
12700,0.00027095,328.69
12710,0.00027117,266.92
12720,0.00027138,498.33
12730,0.00027159,505.98
12740,0.00027181,388.15
12750,0.00027202,512.13
12760,0.00027223,500.13
12770,0.00027245,499.13
12780,0.00027266,470.87
12790,0.00027287,503.73
12800,0.00027309,489.98
12810,0.00027330,518.74
12820,0.00027351,478.76
12830,0.00027373,497.52
12840,0.00027394,503.15
12850,0.00027415,481.89
12860,0.00027437,505.01
12870,0.00027458,496.34
12880,0.00027479,492.16
12890,0.00027501,490.23
12900,0.00027522,481.10
12910,0.00027543,505.21
12920,0.00027565,477.19
12930,0.00027586,495.70
12940,0.00027607,512.34
12950,0.00027629,486.17
12960,0.00027650,504.46
12970,0.00027671,492.88
12980,0.00027693,495.05
12990,0.00027714,499.21
13000,0.00027735,476.29
13010,0.00027757,467.38
13020,0.00027778,389.77
13030,0.00027799,484.97
13040,0.00027821,489.66
13050,0.00027842,419.92
13060,0.00027863,437.50
13070,0.00027885,520.99
13080,0.00027906,489.05
13090,0.00027927,487.71
13100,0.00027949,489.09
13110,0.00027970,490.82
13120,0.00027991,476.90
13130,0.00028013,498.39
13140,0.00028034,472.11
13150,0.00028055,476.32
13160,0.00028077,498.86
13170,0.00028098,507.41
13180,0.00028119,486.33
13190,0.00028141,502.34
13200,0.00028162,508.25
13210,0.00028183,489.36
13220,0.00028205,503.50
13230,0.00028226,500.17
13240,0.00028247,492.24
13250,0.00028269,503.92
13260,0.00028290,477.06
13270,0.00028311,490.17
13280,0.00028333,491.56
13290,0.00028354,493.23
13300,0.00028375,506.23
13310,0.00028397,494.05
13320,0.00028418,490.81
13330,0.00028439,469.05
13340,0.00028461,484.76
13350,0.00028482,490.82
13360,0.00028503,472.43
13370,0.00028525,485.17
13380,0.00028546,458.23
13390,0.00028567,500.34
13400,0.00028589,490.60
13410,0.00028610,497.11
13420,0.00028631,497.46
13430,0.00028653,490.27
13440,0.00028674,490.69
13450,0.00028695,492.11
13460,0.00028717,485.15
13470,0.00028738,477.45
13480,0.00028759,493.23
13490,0.00028781,489.85
13500,0.00028802,479.19
13510,0.00028823,475.93
13520,0.00028845,500.74
13530,0.00028866,497.27
13540,0.00028887,494.43
13550,0.00028909,504.17
13560,0.00028930,501.12
13570,0.00028951,497.09
13580,0.00028973,493.28
13590,0.00028994,494.75
13600,0.00029015,496.16
13610,0.00029037,470.71
13620,0.00029058,516.24
13630,0.00029079,494.13
13640,0.00029101,498.18
13650,0.00029122,486.81
13660,0.00029143,504.86
13670,0.00029165,478.34
13680,0.00029186,477.96
13690,0.00029207,497.54
13700,0.00029229,481.88
13710,0.00029250,491.19
13720,0.00029271,488.90
13730,0.00029293,500.55
13740,0.00029314,504.87
13750,0.00029335,471.22
13760,0.00029357,495.37
13770,0.00029378,486.75
13780,0.00029399,495.94
13790,0.00029421,484.76
13800,0.00029442,491.45
13810,0.00029463,485.15
13820,0.00029485,492.52
13830,0.00029506,512.19
13840,0.00029527,488.94
13850,0.00029549,491.64
13860,0.00029570,494.76
13870,0.00029591,491.09
13880,0.00029613,497.65
13890,0.00029634,491.68
13900,0.00029655,488.89
13910,0.00029677,497.61
13920,0.00029698,479.12
13930,0.00029719,491.30
13940,0.00029741,479.21
13950,0.00029762,469.97
13960,0.00029783,491.14
13970,0.00029805,504.66
13980,0.00029826,506.27
13990,0.00029847,479.49
14000,0.00029869,400.37
14010,0.00029890,506.78
14020,0.00029911,485.10
14030,0.00029933,491.58
14040,0.00029954,487.35
14050,0.00029975,490.48
14060,0.00029997,497.61
14070,0.00030018,498.23
14080,0.00030039,496.47
14090,0.00030061,499.00
14100,0.00030082,490.13
14110,0.00030103,495.10
14120,0.00030125,483.59
14130,0.00030146,484.02
14140,0.00030167,490.70
14150,0.00030189,496.11
14160,0.00030210,485.90
14170,0.00030231,501.25
14180,0.00030253,479.66
14190,0.00030274,485.42
14200,0.00030295,482.86
14210,0.00030317,498.04
14220,0.00030338,506.03
14230,0.00030359,485.42
14240,0.00030381,506.04
14250,0.00030402,490.42
14260,0.00030423,484.54
14270,0.00030445,488.18
14280,0.00030466,505.34
14290,0.00030487,489.09
14300,0.00030509,498.43
14310,0.00030530,477.40
14320,0.00030551,500.00
14330,0.00030573,486.85
14340,0.00030594,494.11
14350,0.00030615,498.16
14360,0.00030637,502.49
14370,0.00030658,493.75
14380,0.00030679,491.58
14390,0.00030701,488.93
14400,0.00030722,505.18
14410,0.00030743,506.36
14420,0.00030765,498.83
14430,0.00030786,505.34
14440,0.00030807,487.24
14450,0.00030829,492.68
14460,0.00030850,477.80
14470,0.00030871,486.96
14480,0.00030893,497.26
14490,0.00030914,502.76
14500,0.00030935,478.58
14510,0.00030957,492.42
14520,0.00030978,497.22
14530,0.00030999,483.52
14540,0.00031021,501.57
14550,0.00031042,479.57
14560,0.00031063,504.64
14570,0.00031085,497.39
14580,0.00031106,491.65
14590,0.00031127,493.79
14600,0.00031149,483.92
14610,0.00031170,497.56
14620,0.00031191,488.32
14630,0.00031213,480.39
14640,0.00031234,491.04
14650,0.00031255,493.52
14660,0.00031277,492.49
14670,0.00031298,485.75
14680,0.00031319,497.97
14690,0.00031341,492.83
14700,0.00031362,485.97
14710,0.00031383,497.17
14720,0.00031405,491.71
14730,0.00031426,515.01
14740,0.00031447,476.65
14750,0.00031469,477.90
14760,0.00031490,508.28
14770,0.00031511,488.04
14780,0.00031533,494.18
14790,0.00031554,488.40
14800,0.00031575,503.72
14810,0.00031597,480.59
14820,0.00031618,509.02
14830,0.00031639,494.15
14840,0.00031661,498.74
14850,0.00031682,503.52
14860,0.00031703,493.34
14870,0.00031725,486.71
14880,0.00031746,473.72
14890,0.00031767,491.99
14900,0.00031789,497.37
14910,0.00031810,499.13
14920,0.00031831,502.46
14930,0.00031853,491.88
14940,0.00031874,490.38
14950,0.00031895,471.91
14960,0.00031917,496.25
14970,0.00031938,497.76
14980,0.00031959,509.92
14990,0.00031981,487.61
15000,0.00032002,491.92
15010,0.00032023,483.13
15020,0.00032045,496.97
15030,0.00032066,494.65
15040,0.00032087,491.61
15050,0.00032109,491.21
15060,0.00032130,500.06
15070,0.00032151,461.54
15080,0.00032173,504.59
15090,0.00032194,474.25
15100,0.00032215,509.10
15110,0.00032237,485.42
15120,0.00032258,488.91
15130,0.00032279,487.44
15140,0.00032301,498.81
15150,0.00032322,481.13
15160,0.00032343,508.04
15170,0.00032365,479.48
15180,0.00032386,486.14
15190,0.00032407,473.88
15200,0.00032429,497.79
15210,0.00032450,506.84
15220,0.00032471,493.33
15230,0.00032493,486.99
15240,0.00032514,497.03
15250,0.00032535,498.41
15260,0.00032557,501.41
15270,0.00032578,494.10
15280,0.00032599,506.60
15290,0.00032621,493.63
15300,0.00032642,492.43
15310,0.00032663,495.38
15320,0.00032685,489.65
15330,0.00032706,503.33
15340,0.00032727,483.79
15350,0.00032749,505.11
15360,0.00032770,490.42
15370,0.00032791,496.37
15380,0.00032813,505.65
15390,0.00032834,488.22
15400,0.00032855,490.52
15410,0.00032877,502.00
15420,0.00032898,504.37
15430,0.00032919,488.88
15440,0.00032941,491.90
15450,0.00032962,500.97
15460,0.00032983,496.83
15470,0.00033005,495.71
15480,0.00033026,511.38
15490,0.00033047,490.46
15500,0.00033069,496.22
15510,0.00033090,503.54
15520,0.00033111,483.69
15530,0.00033133,513.47
15540,0.00033154,489.41
15550,0.00033175,512.54
15560,0.00033197,486.11
15570,0.00033218,501.45
15580,0.00033239,488.51
15590,0.00033261,499.01
15600,0.00033282,504.92
15610,0.00033303,483.28
15620,0.00033325,495.52
15630,0.00033346,504.19
15640,0.00033367,482.23
15650,0.00033389,474.29
15660,0.00033410,487.53
15670,0.00033431,501.66
15680,0.00033453,488.58
15690,0.00033474,507.18
15700,0.00033495,484.90
15710,0.00033517,496.68
15720,0.00033538,480.85
15730,0.00033559,505.54
15740,0.00033581,483.20
15750,0.00033602,496.56
15760,0.00033623,497.19
15770,0.00033645,496.86
15780,0.00033666,502.24
15790,0.00033687,490.93
15800,0.00033709,499.75
15810,0.00033730,495.98
15820,0.00033751,494.97
15830,0.00033773,490.62
15840,0.00033794,500.44
15850,0.00033815,487.40
15860,0.00033837,493.76
15870,0.00033858,503.23
15880,0.00033879,487.15
15890,0.00033901,490.07
15900,0.00033922,486.25
15910,0.00033943,491.26
15920,0.00033965,467.27
15930,0.00033986,495.07
15940,0.00034007,493.07
15950,0.00034029,506.80
15960,0.00034050,491.09
15970,0.00034071,502.20
15980,0.00034093,493.23
15990,0.00034114,492.26
16000,0.00034135,403.29
16010,0.00034157,515.90
16020,0.00034178,497.26
16030,0.00034199,481.31
16040,0.00034221,485.37
16050,0.00034242,481.90
16060,0.00034263,499.72
16070,0.00034285,495.80
16080,0.00034306,505.32
16090,0.00034327,485.15
16100,0.00034349,483.00
16110,0.00034370,512.69
16120,0.00034391,497.54
16130,0.00034413,492.77
16140,0.00034434,500.15
16150,0.00034455,500.35
16160,0.00034477,506.01
16170,0.00034498,501.45
16180,0.00034519,510.18
16190,0.00034541,480.04
16200,0.00034562,494.27
16210,0.00034583,490.39
16220,0.00034605,491.45
16230,0.00034626,501.68
16240,0.00034647,500.47
16250,0.00034669,499.61
16260,0.00034690,482.28
16270,0.00034711,499.90
16280,0.00034733,495.72
16290,0.00034754,476.30
16300,0.00034775,495.89
16310,0.00034797,496.19
16320,0.00034818,481.67
16330,0.00034839,501.77
16340,0.00034861,502.06
16350,0.00034882,496.15
16360,0.00034903,488.97
16370,0.00034925,469.58
16380,0.00034946,485.17
16390,0.00034967,491.35
16400,0.00034989,485.67
16410,0.00035010,488.55
16420,0.00035031,506.62
16430,0.00035053,490.97
16440,0.00035074,474.78
16450,0.00035095,504.14
16460,0.00035117,489.35
16470,0.00035138,482.48
16480,0.00035159,487.34
16490,0.00035181,489.29
16500,0.00035202,501.19
16510,0.00035223,499.87
16520,0.00035245,490.02
16530,0.00035266,499.74
16540,0.00035287,502.76
16550,0.00035309,495.84
16560,0.00035330,491.40
16570,0.00035351,509.15
16580,0.00035373,485.57
16590,0.00035394,500.33
16600,0.00035415,484.71
16610,0.00035437,508.98
16620,0.00035458,505.67
16630,0.00035479,492.52
16640,0.00035501,491.41
16650,0.00035522,502.46
16660,0.00035543,482.32
16670,0.00035565,478.72
16680,0.00035586,511.25
16690,0.00035607,487.51
16700,0.00035629,509.41
16710,0.00035650,492.04
16720,0.00035671,496.43
16730,0.00035693,489.27
16740,0.00035714,489.79
16750,0.00035735,512.54
16760,0.00035757,502.75
16770,0.00035778,499.54
16780,0.00035799,496.60
16790,0.00035821,507.69
16800,0.00035842,486.12
16810,0.00035863,483.62
16820,0.00035885,502.83
16830,0.00035906,491.71
16840,0.00035927,499.39
16850,0.00035949,500.36
16860,0.00035970,508.35
16870,0.00035991,492.94
16880,0.00036013,488.49
16890,0.00036034,490.20
16900,0.00036055,500.11
16910,0.00036077,510.51
16920,0.00036098,474.89
16930,0.00036119,464.10
16940,0.00036141,491.70
16950,0.00036162,477.57
16960,0.00036183,517.36
16970,0.00036205,489.34
16980,0.00036226,495.78
16990,0.00036247,480.14
17000,0.00036269,493.35
17010,0.00036290,502.30
17020,0.00036311,500.02
17030,0.00036333,491.09
17040,0.00036354,490.84
17050,0.00036375,508.62
17060,0.00036397,487.74
17070,0.00036418,505.63
17080,0.00036439,506.97
17090,0.00036461,488.60
17100,0.00036482,492.95
17110,0.00036503,491.38
17120,0.00036525,496.56
17130,0.00036546,496.96
17140,0.00036567,490.30
17150,0.00036589,487.85
17160,0.00036610,503.72
17170,0.00036631,497.23
17180,0.00036653,482.70
17190,0.00036674,488.54
17200,0.00036695,475.99
17210,0.00036717,496.61
17220,0.00036738,484.72
17230,0.00036759,482.39
17240,0.00036781,508.59
17250,0.00036802,489.42
17260,0.00036823,500.85
17270,0.00036845,483.54
17280,0.00036866,494.33
17290,0.00036887,401.05
17300,0.00036909,486.09
17310,0.00036930,488.10
17320,0.00036951,483.55
17330,0.00036973,499.00
17340,0.00036994,505.64
17350,0.00037015,484.89
17360,0.00037037,485.72
17370,0.00037058,497.75
17380,0.00037079,497.94
17390,0.00037101,506.05
17400,0.00037122,489.52
17410,0.00037143,505.49
17420,0.00037165,494.62
17430,0.00037186,491.14
17440,0.00037207,503.89
17450,0.00037229,493.84
17460,0.00037250,491.46
17470,0.00037271,495.67
17480,0.00037293,488.24
17490,0.00037314,503.23
17500,0.00037335,491.96
17510,0.00037357,493.29
17520,0.00037378,489.85
17530,0.00037399,387.19
17540,0.00037421,473.70
17550,0.00037442,383.55
17560,0.00037463,503.66
17570,0.00037485,491.05
17580,0.00037506,504.88
17590,0.00037527,502.80
17600,0.00037549,486.92
17610,0.00037570,512.33
17620,0.00037591,489.98
17630,0.00037613,501.67
17640,0.00037634,482.72
17650,0.00037655,494.26
17660,0.00037677,497.24
17670,0.00037698,394.45
17680,0.00037719,486.86
17690,0.00037741,501.04
17700,0.00037762,491.57
17710,0.00037783,503.19
17720,0.00037805,485.29
17730,0.00037826,495.08
17740,0.00037847,470.22
17750,0.00037869,503.63
17760,0.00037890,477.16
17770,0.00037911,500.72
17780,0.00037933,483.98
17790,0.00037954,488.63
17800,0.00037975,479.70
17810,0.00037997,490.57
17820,0.00038018,497.30
17830,0.00038039,500.22
17840,0.00038061,495.08
17850,0.00038082,382.62
17860,0.00038103,435.51
17870,0.00038125,490.16
17880,0.00038146,503.49
17890,0.00038167,485.83
17900,0.00038189,509.66
17910,0.00038210,487.69
17920,0.00038231,481.38
17930,0.00038253,494.83
17940,0.00038274,491.34
17950,0.00038295,493.80
17960,0.00038317,487.21
17970,0.00038338,502.34
17980,0.00038359,498.70
17990,0.00038381,504.40
18000,0.00038402,401.93
18010,0.00038423,504.63
18020,0.00038445,464.89
18030,0.00038466,501.59
18040,0.00038487,493.99
18050,0.00038509,498.13
18060,0.00038530,494.47
18070,0.00038551,491.99
18080,0.00038573,497.56
18090,0.00038594,504.21
18100,0.00038615,486.73
18110,0.00038637,497.77
18120,0.00038658,489.34
18130,0.00038679,506.32
18140,0.00038701,489.69
18150,0.00038722,501.54
18160,0.00038743,499.13
18170,0.00038765,487.19
18180,0.00038786,493.61
18190,0.00038807,498.12
18200,0.00038829,496.50
18210,0.00038850,491.30
18220,0.00038871,504.19
18230,0.00038893,502.46
18240,0.00038914,491.06
18250,0.00038935,493.02
18260,0.00038957,486.75
18270,0.00038978,501.92
18280,0.00038999,495.58
18290,0.00039021,495.16
18300,0.00039042,478.53
18310,0.00039063,495.01
18320,0.00039085,492.21
18330,0.00039106,501.09
18340,0.00039127,505.89
18350,0.00039149,503.99
18360,0.00039170,496.15
18370,0.00039191,488.70
18380,0.00039213,500.20
18390,0.00039234,490.29
18400,0.00039255,500.08
18410,0.00039277,498.83
18420,0.00039298,494.73
18430,0.00039319,502.19
18440,0.00039341,509.95
18450,0.00039362,502.40
18460,0.00039383,492.06
18470,0.00039405,499.52
18480,0.00039426,500.36
18490,0.00039447,504.99
18500,0.00039469,474.84
18510,0.00039490,497.89
18520,0.00039511,468.00
18530,0.00039533,515.26
18540,0.00039554,489.78
18550,0.00039575,514.81
18560,0.00039597,484.67
18570,0.00039618,501.20
18580,0.00039639,483.16
18590,0.00039661,495.74
18600,0.00039682,512.68
18610,0.00039703,481.45
18620,0.00039725,514.83
18630,0.00039746,495.42
18640,0.00039767,492.61
18650,0.00039789,471.09
18660,0.00039810,479.88
18670,0.00039831,480.43
18680,0.00039853,502.30
18690,0.00039874,489.16
18700,0.00039895,499.87
18710,0.00039917,502.71
18720,0.00039938,499.89
18730,0.00039959,496.26
18740,0.00039981,490.60
18750,0.00040002,487.61
18760,0.00040023,506.45
18770,0.00040045,482.10
18780,0.00040066,500.34
18790,0.00040087,490.23
18800,0.00040109,487.18
18810,0.00040130,485.80
18820,0.00040151,490.77
18830,0.00040173,508.19
18840,0.00040194,485.60
18850,0.00040215,496.65
18860,0.00040237,501.37
18870,0.00040258,488.06
18880,0.00040279,505.18
18890,0.00040301,497.27
18900,0.00040322,495.34
18910,0.00040343,481.76
18920,0.00040365,485.83
18930,0.00040386,498.01
18940,0.00040407,498.01
18950,0.00040429,503.24
18960,0.00040450,488.49
18970,0.00040471,474.64
18980,0.00040493,523.01
18990,0.00040514,496.77
19000,0.00040535,506.69
19010,0.00040557,502.68
19020,0.00040578,486.60
19030,0.00040599,491.54
19040,0.00040621,501.03
19050,0.00040642,501.85
19060,0.00040663,509.58
19070,0.00040685,493.55
19080,0.00040706,490.55
19090,0.00040727,486.05
19100,0.00040749,501.58
19110,0.00040770,474.86
19120,0.00040791,486.48
19130,0.00040813,502.13
19140,0.00040834,496.12
19150,0.00040855,488.03
19160,0.00040877,484.47
19170,0.00040898,482.63
19180,0.00040919,512.94
19190,0.00040941,480.20
19200,0.00040962,499.18
19210,0.00040983,502.31
19220,0.00041005,495.19
